tip,year,root_to_tip
KY549256_2009_07_01,2009.5,294.1689332624205
KY549278_2008_07_01,2008.5,293.17031061102443
OP728388_2018_07_01,2018.5,303.1689332624205
OP728431_2018_07_01,2018.5,303.1689332624205
OP728417_2018_07_01,2018.5,303.1689332624205
OP751611_2016_07_01,2016.5,301.17031061102443
OP728383_2018_07_01,2018.5,303.1689332624205
OP728357_2018_07_01,2018.5,303.1689332624205
OP728351_2018_07_01,2018.5,303.1689332624205
PV353981_2021_02_22,2021.1408675799087,305.8155086048862
MH892050_2017_06_15,2017.4550228310502,302.1250976459821
KY549238_2010_07_01,2010.5,295.1689332624205
KY549192_2008_07_01,2008.5,293.17031061102443
KY549260_2010_07_01,2010.5,295.1689332624205
KY549242_2010_07_01,2010.5,295.1689332624205
LC718897_2021_07_01,2021.5,306.1689332624205
KY549170_2008_07_01,2008.5,293.17031061102443
OP728459_2018_07_01,2018.5,303.1689332624205
OP728414_2018_07_01,2018.5,303.1689332624205
KP212155_2011_07_04,2011.5082191780823,296.1771524405026
OP751585_2016_07_01,2016.5,301.17031061102443
OP751573_2016_07_01,2016.5,301.17031061102443
OP751680_2016_07_01,2016.5,301.17031061102443
OP751580_2016_07_01,2016.5,301.17031061102443
OP751640_2016_07_01,2016.5,301.17031061102443
OP728394_2018_07_01,2018.5,303.1689332624205
OP728461_2018_07_01,2018.5,303.1689332624205
OP751668_2016_07_01,2016.5,301.17031061102443
OP728448_2018_07_01,2018.5,303.1689332624205
OP728385_2018_07_01,2018.5,303.1689332624205
OP728369_2018_07_01,2018.5,303.1689332624205
KY549176_2008_07_01,2008.5,293.17031061102443
PV051130_2023_07_01,2023.5,308.1689332624205
PV051122_2021_07_01,2021.5,306.1689332624205
KY549204_2009_07_01,2009.5,294.1689332624205
KY549179_2008_07_01,2008.5,293.17031061102443
KY549169_2008_07_01,2008.5,293.17031061102443
KY549163_2008_07_01,2008.5,293.17031061102443
FJ610152_2008_07_01,2008.5,293.17031061102443
FJ610146_2008_07_01,2008.5,293.17031061102443
LC888270_2023_07_01,2023.5,308.1689332624205
OP728420_2018_07_01,2018.5,303.1689332624205
PV051156_2021_07_01,2021.5,306.1689332624205
LC718895_2021_07_01,2021.5,306.1689332624205
PV051141_2023_07_01,2023.5,308.1689332624205
KY549173_2008_07_01,2008.5,293.17031061102443
KY549156_2008_07_01,2008.5,293.17031061102443
MZ447800_2018_11_15,2018.8716894977167,303.54427572817394
KX947271_2014_07_01,2014.5,299.1689332624205
PV051152_2021_07_01,2021.5,306.1689332624205
KX947272_2014_07_01,2014.5,299.1689332624205
KY549181_2008_07_01,2008.5,293.17031061102443
KY549177_2008_07_01,2008.5,293.17031061102443
OP728429_2018_07_01,2018.5,303.1689332624205
PV051166_2021_07_01,2021.5,306.1689332624205
KX947274_2014_07_01,2014.5,299.1689332624205
KX947273_2014_07_01,2014.5,299.1689332624205
KU684312_2011_07_01,2011.5,296.1689332624205
OP728436_2018_07_01,2018.5,303.1689332624205
OP751605_2016_07_01,2016.5,301.17031061102443
OP751632_2016_07_01,2016.5,301.17031061102443
OP751626_2016_07_01,2016.5,301.17031061102443
OP728367_2018_07_01,2018.5,303.1689332624205
KY549189_2008_07_01,2008.5,293.17031061102443
OP728430_2018_07_01,2018.5,303.1689332624205
OP728424_2018_07_01,2018.5,303.1689332624205
OP751635_2016_07_01,2016.5,301.17031061102443
OP751645_2016_07_01,2016.5,301.17031061102443
OP728397_2018_07_01,2018.5,303.1689332624205
OP728419_2018_07_01,2018.5,303.1689332624205
OP728400_2018_07_01,2018.5,303.1689332624205
OP728347_2018_07_01,2018.5,303.1689332624205
OP751644_2016_07_01,2016.5,301.17031061102443
OP751569_2016_07_01,2016.5,301.17031061102443
OP728405_2018_07_01,2018.5,303.1689332624205
OP728441_2018_07_01,2018.5,303.1689332624205
OP728453_2018_07_01,2018.5,303.1689332624205
OP728344_2018_07_01,2018.5,303.1689332624205
OP751593_2016_07_01,2016.5,301.17031061102443
OP751627_2016_07_01,2016.5,301.17031061102443
OP751579_2016_07_01,2016.5,301.17031061102443
OP751657_2016_07_01,2016.5,301.17031061102443
OP751572_2016_07_01,2016.5,301.17031061102443
OP751621_2016_07_01,2016.5,301.17031061102443
OP751594_2016_07_01,2016.5,301.17031061102443
OP751664_2016_07_01,2016.5,301.17031061102443
OP751663_2016_07_01,2016.5,301.17031061102443
OP751660_2016_07_01,2016.5,301.17031061102443
OP751595_2016_07_01,2016.5,301.17031061102443
OP751590_2016_07_01,2016.5,301.17031061102443
OP728348_2018_07_01,2018.5,303.1689332624205
OP728346_2018_07_01,2018.5,303.1689332624205
OP728398_2018_07_01,2018.5,303.1689332624205
OP728418_2018_07_01,2018.5,303.1689332624205
OP728360_2018_07_01,2018.5,303.1689332624205
OP751643_2016_07_01,2016.5,301.17031061102443
OP751571_2016_07_01,2016.5,301.17031061102443
OP751566_2016_07_01,2016.5,301.17031061102443
OP728446_2018_07_01,2018.5,303.1689332624205
OP728386_2018_07_01,2018.5,303.1689332624205
OP751577_2016_07_01,2016.5,301.17031061102443
OP751683_2016_07_01,2016.5,301.17031061102443
OP751581_2016_07_01,2016.5,301.17031061102443
OP751597_2016_07_01,2016.5,301.17031061102443
OP751672_2016_07_01,2016.5,301.17031061102443
OP751606_2016_07_01,2016.5,301.17031061102443
OP728352_2018_07_01,2018.5,303.1689332624205
OP751553_2016_07_01,2016.5,301.17031061102443
OP751670_2016_07_01,2016.5,301.17031061102443
OP728366_2018_07_01,2018.5,303.1689332624205
OP728399_2018_07_01,2018.5,303.1689332624205
OP751610_2016_07_01,2016.5,301.17031061102443
OP751596_2016_07_01,2016.5,301.17031061102443
OP728368_2018_07_01,2018.5,303.1689332624205
KY549304_2010_07_01,2010.5,295.1689332624205
KY549220_2010_07_01,2010.5,295.1689332624205
KY549319_2009_07_01,2009.5,294.1689332624205
KY549297_2009_07_01,2009.5,294.1689332624205
KY549293_2009_07_01,2009.5,294.1689332624205
KY549213_2009_07_01,2009.5,294.1689332624205
PV051168_2024_07_01,2024.5,309.17031061102443
PV051140_2023_07_01,2023.5,308.1689332624205
PV051137_2024_07_01,2024.5,309.17031061102443
PV051131_2024_07_01,2024.5,309.17031061102443
PV051149_2017_07_01,2017.5,302.1689332624205
PV051123_2023_07_01,2023.5,308.1689332624205
KY549236_2011_07_01,2011.5,296.1689332624205
KY549183_2008_07_01,2008.5,293.17031061102443
OP728402_2018_07_01,2018.5,303.1689332624205
OP751602_2016_07_01,2016.5,301.17031061102443
OP728455_2018_07_01,2018.5,303.1689332624205
OP728349_2018_07_01,2018.5,303.1689332624205
OP751574_2016_07_01,2016.5,301.17031061102443
OP751560_2016_07_01,2016.5,301.17031061102443
OP728450_2018_07_01,2018.5,303.1689332624205
OP728345_2018_07_01,2018.5,303.1689332624205
OP728341_2018_07_01,2018.5,303.1689332624205
LC888267_2022_07_01,2022.5,307.1689332624205
PV051148_2024_07_01,2024.5,309.17031061102443
LC888265_2022_07_01,2022.5,307.1689332624205
PV051157_2021_07_01,2021.5,306.1689332624205
KY549268_2009_07_01,2009.5,294.1689332624205
KY549301_2009_07_01,2009.5,294.1689332624205
KY549182_2008_07_01,2008.5,293.17031061102443
OP728444_2018_07_01,2018.5,303.1689332624205
KP212157_2011_08_11,2011.6107305936073,296.28126202954377
KY549180_2008_07_01,2008.5,293.17031061102443
KY549159_2008_07_01,2008.5,293.17031061102443
KY549266_2009_07_01,2009.5,294.1689332624205
KX947270_2014_07_01,2014.5,299.1689332624205
OP751589_2016_07_01,2016.5,301.17031061102443
KY549178_2008_07_01,2008.5,293.17031061102443
PV051129_2023_07_01,2023.5,308.1689332624205
OP728370_2018_07_01,2018.5,303.1689332624205
KX947269_2014_07_01,2014.5,299.1689332624205
OP751675_2016_07_01,2016.5,301.17031061102443
OP728434_2018_07_01,2018.5,303.1689332624205
LC786758_2021_07_01,2021.5,306.1689332624205
KY549314_2008_07_01,2008.5,293.17031061102443
KY549215_2009_07_01,2009.5,294.1689332624205
LC888272_2024_07_01,2024.5,309.17031061102443
KY549261_2008_07_01,2008.5,293.17031061102443
PV358396_2022_07_01,2022.5,307.1689332624205
PV051144_2023_07_01,2023.5,308.1689332624205
KY549286_2009_07_01,2009.5,294.1689332624205
KP212153_2010_05_18,2010.379908675799,295.048385317215
KY549291_2010_07_01,2010.5,295.1689332624205
KP212152_2010_05_12,2010.3634703196346,295.0319469610506
KY549201_2008_07_01,2008.5,293.17031061102443
KY549202_2009_07_01,2009.5,294.1689332624205
KY549174_2008_07_01,2008.5,293.17031061102443
PV051119_2021_07_01,2021.5,306.1689332624205
PV051160_2021_07_01,2021.5,306.1689332624205
OP751629_2016_07_01,2016.5,301.17031061102443
PV051134_2024_07_01,2024.5,309.17031061102443
LC888266_2022_07_01,2022.5,307.1689332624205
PV051163_2021_07_01,2021.5,306.1689332624205
PV051161_2021_07_01,2021.5,306.1689332624205
KY549227_2009_07_01,2009.5,294.1689332624205
PV051150_2018_07_01,2018.5,303.1689332624205
PQ720440_2015_07_01,2015.5,300.1689332624205
KP212150_2010_02_10,2010.10799086758,294.78263189255745
OP751641_2016_07_01,2016.5,301.17031061102443
OP751556_2016_07_01,2016.5,301.17031061102443
OP751625_2016_07_01,2016.5,301.17031061102443
OP751555_2016_07_01,2016.5,301.17031061102443
OP728456_2018_07_01,2018.5,303.1689332624205
OP751630_2016_07_01,2016.5,301.17031061102443
KY994539_2014_02_11,2014.1107305936073,298.7853716185848
KP212151_2010_03_03,2010.1721461187215,294.84016613913286
PV051167_2021_07_01,2021.5,306.1689332624205
PV051153_2021_07_01,2021.5,306.1689332624205
FJ610149_2008_07_01,2008.5,293.17031061102443
OP728422_2018_07_01,2018.5,303.1689332624205
OP751567_2016_07_01,2016.5,301.17031061102443
OP751564_2016_07_01,2016.5,301.17031061102443
OP728454_2018_07_01,2018.5,303.1689332624205
OP728410_2018_07_01,2018.5,303.1689332624205
OP728406_2018_07_01,2018.5,303.1689332624205
OP728435_2018_07_01,2018.5,303.1689332624205
OP728416_2018_07_01,2018.5,303.1689332624205
OP728392_2018_07_01,2018.5,303.1689332624205
OP751642_2016_07_01,2016.5,301.17031061102443
OP728393_2018_07_01,2018.5,303.1689332624205
OP751565_2016_07_01,2016.5,301.17031061102443
OP728411_2018_07_01,2018.5,303.1689332624205
OP751639_2016_07_01,2016.5,301.17031061102443
OP751638_2016_07_01,2016.5,301.17031061102443
OP728390_2018_07_01,2018.5,303.1689332624205
OP728439_2018_07_01,2018.5,303.1689332624205
OP728447_2018_07_01,2018.5,303.1689332624205
OP728395_2018_07_01,2018.5,303.1689332624205
OP728379_2018_07_01,2018.5,303.1689332624205
OP728452_2018_07_01,2018.5,303.1689332624205
OP728449_2018_07_01,2018.5,303.1689332624205
OP728442_2018_07_01,2018.5,303.1689332624205
OP728427_2018_07_01,2018.5,303.1689332624205
OP728425_2018_07_01,2018.5,303.1689332624205
OP728342_2018_07_01,2018.5,303.1689332624205
OP728432_2018_07_01,2018.5,303.1689332624205
OP751662_2016_07_01,2016.5,301.17031061102443
OP728343_2018_07_01,2018.5,303.1689332624205
OP728339_2018_07_01,2018.5,303.1689332624205
KX947275_2014_07_01,2014.5,299.1689332624205
PV051142_2023_07_01,2023.5,308.1689332624205
PV051133_2024_07_01,2024.5,309.17031061102443
KY549317_2010_07_01,2010.5,295.1689332624205
KY549218_2009_07_01,2009.5,294.1689332624205
OP728433_2018_07_01,2018.5,303.1689332624205
OP728426_2018_07_01,2018.5,303.1689332624205
OP728356_2018_07_01,2018.5,303.1689332624205
OP728443_2018_07_01,2018.5,303.1689332624205
OP728438_2018_07_01,2018.5,303.1689332624205
OP728428_2018_07_01,2018.5,303.1689332624205
OP728437_2018_07_01,2018.5,303.1689332624205
OP728340_2018_07_01,2018.5,303.1689332624205
OP751570_2016_07_01,2016.5,301.17031061102443
OP751599_2016_07_01,2016.5,301.17031061102443
OP728407_2018_07_01,2018.5,303.1689332624205
OP728445_2018_07_01,2018.5,303.1689332624205
OP728403_2018_07_01,2018.5,303.1689332624205
OP728378_2018_07_01,2018.5,303.1689332624205
OP728376_2018_07_01,2018.5,303.1689332624205
OP751682_2016_07_01,2016.5,301.17031061102443
OP751619_2016_07_01,2016.5,301.17031061102443
OP751614_2016_07_01,2016.5,301.17031061102443
OP728440_2018_07_01,2018.5,303.1689332624205
OP728409_2018_07_01,2018.5,303.1689332624205
OP728381_2018_07_01,2018.5,303.1689332624205
OP751661_2016_07_01,2016.5,301.17031061102443
OP751588_2016_07_01,2016.5,301.17031061102443
OP728363_2018_07_01,2018.5,303.1689332624205
OP751603_2016_07_01,2016.5,301.17031061102443
OP751671_2016_07_01,2016.5,301.17031061102443
OP751578_2016_07_01,2016.5,301.17031061102443
OP728375_2018_07_01,2018.5,303.1689332624205
OP751650_2016_07_01,2016.5,301.17031061102443
OP751618_2016_07_01,2016.5,301.17031061102443
OP751666_2016_07_01,2016.5,301.17031061102443
OP728460_2018_07_01,2018.5,303.1689332624205
OP728353_2018_07_01,2018.5,303.1689332624205
PV051164_2021_07_01,2021.5,306.1689332624205
PV051135_2023_07_01,2023.5,308.1689332624205
PV051121_2020_07_01,2020.5,305.17031061102443
PV051143_2024_07_01,2024.5,309.17031061102443
OP751604_2016_07_01,2016.5,301.17031061102443
KY883659_2016_07_01,2016.5,301.17031061102443
OP751667_2016_07_01,2016.5,301.17031061102443
OP751591_2016_07_01,2016.5,301.17031061102443
PV051132_2024_07_01,2024.5,309.17031061102443
KU684317_2009_07_01,2009.5,294.1689332624205
OP751617_2016_07_01,2016.5,301.17031061102443
KY549309_2009_07_01,2009.5,294.1689332624205
KY549223_2010_07_01,2010.5,295.1689332624205
OP751679_2016_07_01,2016.5,301.17031061102443
OP751592_2016_07_01,2016.5,301.17031061102443
OP751583_2016_07_01,2016.5,301.17031061102443
OP751561_2016_07_01,2016.5,301.17031061102443
KY549273_2011_07_01,2011.5,296.1689332624205
KY549206_2009_07_01,2009.5,294.1689332624205
FJ610148_2008_07_01,2008.5,293.17031061102443
PX461752_2022_07_01,2022.5,307.1689332624205
KY549283_2009_07_01,2009.5,294.1689332624205
KY549203_2009_07_01,2009.5,294.1689332624205
KY549219_2010_07_01,2010.5,295.1689332624205
KY549194_2008_07_01,2008.5,293.17031061102443
KY549216_2009_07_01,2009.5,294.1689332624205
KY549187_2008_07_01,2008.5,293.17031061102443
KY549185_2008_07_01,2008.5,293.17031061102443
LC888263_2022_07_01,2022.5,307.1689332624205
KY549264_2008_07_01,2008.5,293.17031061102443
KY549162_2008_07_01,2008.5,293.17031061102443
KY549299_2009_07_01,2009.5,294.1689332624205
PV051139_2024_07_01,2024.5,309.17031061102443
KY549311_2010_07_01,2010.5,295.1689332624205
KY549270_2010_07_01,2010.5,295.1689332624205
KY549199_2008_07_01,2008.5,293.17031061102443
KY549307_2011_07_01,2011.5,296.1689332624205
KY549252_2010_07_01,2010.5,295.1689332624205
PV051151_2021_07_01,2021.5,306.1689332624205
KY549196_2008_07_01,2008.5,293.17031061102443
KY549186_2008_07_01,2008.5,293.17031061102443
KY549171_2008_07_01,2008.5,293.17031061102443
FJ610147_2008_07_01,2008.5,293.17031061102443
OP728382_2018_07_01,2018.5,303.1689332624205
OP751658_2016_07_01,2016.5,301.17031061102443
OP728412_2018_07_01,2018.5,303.1689332624205
OP728387_2018_07_01,2018.5,303.1689332624205
OP751609_2016_07_01,2016.5,301.17031061102443
OP751636_2016_07_01,2016.5,301.17031061102443
OP751552_2016_07_01,2016.5,301.17031061102443
OP728396_2018_07_01,2018.5,303.1689332624205
OP751647_2016_07_01,2016.5,301.17031061102443
OP728389_2018_07_01,2018.5,303.1689332624205
OP751607_2016_07_01,2016.5,301.17031061102443
OP751669_2016_07_01,2016.5,301.17031061102443
OP751654_2016_07_01,2016.5,301.17031061102443
OP751652_2016_07_01,2016.5,301.17031061102443
OP751684_2016_07_01,2016.5,301.17031061102443
OP751576_2016_07_01,2016.5,301.17031061102443
OP751575_2016_07_01,2016.5,301.17031061102443
OP751563_2016_07_01,2016.5,301.17031061102443
OP728458_2018_07_01,2018.5,303.1689332624205
OP728415_2018_07_01,2018.5,303.1689332624205
OP728377_2018_07_01,2018.5,303.1689332624205
OP728361_2018_07_01,2018.5,303.1689332624205
OP728362_2018_07_01,2018.5,303.1689332624205
OP728350_2018_07_01,2018.5,303.1689332624205
OP751623_2016_07_01,2016.5,301.17031061102443
OP751559_2016_07_01,2016.5,301.17031061102443
OP751562_2016_07_01,2016.5,301.17031061102443
KY549198_2008_07_01,2008.5,293.17031061102443
KY549230_2010_07_01,2010.5,295.1689332624205
KY549214_2009_07_01,2009.5,294.1689332624205
KY549193_2008_07_01,2008.5,293.17031061102443
KY549313_2009_07_01,2009.5,294.1689332624205
KY549295_2010_07_01,2010.5,295.1689332624205
PV051138_2024_07_01,2024.5,309.17031061102443
KY549245_2009_07_01,2009.5,294.1689332624205
KY549258_2010_07_01,2010.5,295.1689332624205
KY549188_2008_07_01,2008.5,293.17031061102443
KY549254_2009_07_01,2009.5,294.1689332624205
KY549161_2008_07_01,2008.5,293.17031061102443
KY549277_2008_07_01,2008.5,293.17031061102443
KY549184_2008_07_01,2008.5,293.17031061102443
PX461760_2022_07_01,2022.5,307.1689332624205
PX461758_2022_07_01,2022.5,307.1689332624205
PX461757_2022_07_01,2022.5,307.1689332624205
PX461753_2022_07_01,2022.5,307.1689332624205
KY549321_2009_07_01,2009.5,294.1689332624205
KY549191_2008_07_01,2008.5,293.17031061102443
PV051165_2021_07_01,2021.5,306.1689332624205
KY549207_2009_07_01,2009.5,294.1689332624205
KF880690_2011_02_21,2011.1381278538813,295.81276887885883
KX947280_2014_07_01,2014.5,299.1689332624205
KX947279_2014_07_01,2014.5,299.1689332624205
PV051146_2024_07_01,2024.5,309.17031061102443
KX947277_2014_07_01,2014.5,299.1689332624205
KX947281_2014_07_01,2014.5,299.1689332624205
KX947282_2014_07_01,2014.5,299.1689332624205
KX947278_2014_07_01,2014.5,299.1689332624205
KX947276_2014_07_01,2014.5,299.1689332624205
OP751653_2016_07_01,2016.5,301.17031061102443
OP751613_2016_07_01,2016.5,301.17031061102443
OP751612_2016_07_01,2016.5,301.17031061102443
OP728384_2018_07_01,2018.5,303.1689332624205
OP751582_2016_07_01,2016.5,301.17031061102443
OP751678_2016_07_01,2016.5,301.17031061102443
OP751601_2016_07_01,2016.5,301.17031061102443
OP751651_2016_07_01,2016.5,301.17031061102443
OP751620_2016_07_01,2016.5,301.17031061102443
OP751586_2016_07_01,2016.5,301.17031061102443
OP728421_2018_07_01,2018.5,303.1689332624205
OP751624_2016_07_01,2016.5,301.17031061102443
OP751616_2016_07_01,2016.5,301.17031061102443
OP751676_2016_07_01,2016.5,301.17031061102443
OP751554_2016_07_01,2016.5,301.17031061102443
OP728354_2018_07_01,2018.5,303.1689332624205
KU684316_2009_07_01,2009.5,294.1689332624205
PX461759_2022_07_01,2022.5,307.1689332624205
PX461755_2022_07_01,2022.5,307.1689332624205
LC786757_2021_07_01,2021.5,306.1689332624205
KY549288_2009_07_01,2009.5,294.1689332624205
KY549167_2008_07_01,2008.5,293.17031061102443
KY549160_2008_07_01,2008.5,293.17031061102443
KY549164_2008_07_01,2008.5,293.17031061102443
KY549211_2009_07_01,2009.5,294.1689332624205
KY549200_2008_07_01,2008.5,293.17031061102443
KY549248_2011_07_01,2011.5,296.1689332624205
KY549166_2008_07_01,2008.5,293.17031061102443
JQ067943_2003_07_01,2003.5,288.1689332624205
OP728380_2018_07_01,2018.5,303.1689332624205
OP728364_2018_07_01,2018.5,303.1689332624205
OP728457_2018_07_01,2018.5,303.1689332624205
OP728404_2018_07_01,2018.5,303.1689332624205
OP728371_2018_07_01,2018.5,303.1689332624205
OP728365_2018_07_01,2018.5,303.1689332624205
OP728355_2018_07_01,2018.5,303.1689332624205
PV051125_2020_07_01,2020.5,305.17031061102443
KY549221_2010_07_01,2010.5,295.1689332624205
KY549276_2010_07_01,2010.5,295.1689332624205
JQ004092_2010_07_01,2010.5,295.1689332624205
JN565302_2001_07_01,2001.5,286.1689332624205
KY549225_2009_07_01,2009.5,294.1689332624205
JQ004093_2010_07_01,2010.5,295.1689332624205
JN565303_2001_07_01,2001.5,286.1689332624205
FJ006723_2006_12_16,2006.9577625570778,291.62920723502316
LC888269_2023_07_01,2023.5,308.1689332624205
LC888264_2022_07_01,2022.5,307.1689332624205
PV012280_2024_01_15,2024.0383561643835,308.7112942175818
LC718901_2021_07_01,2021.5,306.1689332624205
FJ610151_2008_07_01,2008.5,293.17031061102443
EU918764_2007_08_15,2007.6216894977167,292.2922209336534
