name,branch_length,is_terminal,n_descendants,terminal_mean,terminal_std,z_score,internal_mean,internal_std,flag
internal_139325123138320,46.566452807479294,False,45,,,2.8996812202960776,10.012317824356023,12.60625986307241,warning
EU918764_2007_08_15,79.79005052854836,True,1,19.37448765096014,21.320464799851276,2.8336888264279145,,,warning
OP728391_2018_07_01,75.77131372085393,True,1,19.37448765096014,21.320464799851276,2.645196837842259,,,warning
internal_139325123016992,41.896691259322196,False,9,,,2.5292492603904866,10.012317824356023,12.60625986307241,warning
internal_139325123140960,41.63466458398034,False,10,,,2.508463819015491,10.012317824356023,12.60625986307241,warning
PV051147_2024_07_01,71.64762618864876,True,1,19.37448765096014,21.320464799851276,2.451782314710759,,,warning
OP728382_2018_07_01,71.48841606681918,True,1,19.37448765096014,21.320464799851276,2.444314835773307,,,warning
HM057182_2007_03_15,69.42193556912106,True,1,19.37448765096014,21.320464799851276,2.347390096228579,,,warning
internal_139325123138464,39.31065388260345,False,15,,,2.324110114854225,10.012317824356023,12.60625986307241,warning
internal_139325123009216,39.0286082660441,False,2,,,2.301736657570075,10.012317824356023,12.60625986307241,warning
internal_139325123012864,38.76434029755963,False,4,,,2.280773424116622,10.012317824356023,12.60625986307241,warning
LC888270_2023_07_01,67.64078231355148,True,1,19.37448765096014,21.320464799851276,2.2638481438232074,,,warning
OP728430_2018_07_01,66.27508086191182,True,1,19.37448765096014,21.320464799851276,2.1997922489606716,,,warning
internal_139325123139664,37.46067426427396,False,2,,,2.1773592435867966,10.012317824356023,12.60625986307241,warning
internal_139325123138512,37.15505988011637,False,14,,,2.153116178040224,10.012317824356023,12.60625986307241,warning
internal_139325123138368,37.150541484667144,False,26,,,2.1527577532974136,10.012317824356023,12.60625986307241,warning
OP728424_2018_07_01,65.2207575378338,True,1,19.37448765096014,21.320464799851276,2.1503410135408245,,,warning
internal_139325123012624,35.81831231858408,False,3,,,2.047077783143413,10.012317824356023,12.60625986307241,warning
internal_139325123140336,34.15789911898679,False,5,,,1.9153643949035635,10.012317824356023,12.60625986307241,ok
internal_139325123137936,34.13002669268981,False,2,,,1.9131533960347693,10.012317824356023,12.60625986307241,ok
internal_139325123141920,33.700283188103725,False,2,,,1.879063704940511,10.012317824356023,12.60625986307241,ok
OP751646_2016_07_01,56.79852266272616,True,1,19.37448765096014,21.320464799851276,1.7553104664034844,,,ok
MZ447800_2018_11_15,56.53382774900396,True,1,19.37448765096014,21.320464799851276,1.742895403401479,,,ok
KX947275_2014_07_01,54.01854857972927,True,1,19.37448765096014,21.320464799851276,1.6249205284216315,,,ok
OP751635_2016_07_01,53.83783536710982,True,1,19.37448765096014,21.320464799851276,1.6164444837239234,,,ok
PV051145_2023_07_01,53.75586115292339,True,1,19.37448765096014,21.320464799851276,1.6125996231659583,,,ok
OP751641_2016_07_01,53.60843888686867,True,1,19.37448765096014,21.320464799851276,1.605685033477663,,,ok
OP751556_2016_07_01,53.60843888686867,True,1,19.37448765096014,21.320464799851276,1.605685033477663,,,ok
LC718898_2021_07_01,53.35261542975792,True,1,19.37448765096014,21.320464799851276,1.59368607100136,,,ok
OP728439_2018_07_01,52.528367213236606,True,1,19.37448765096014,21.320464799851276,1.5550261156833567,,,ok
internal_139325121650880,29.551816332339,False,2,,,1.5499837953698021,10.012317824356023,12.60625986307241,ok
KX947271_2014_07_01,52.15848528325054,True,1,19.37448765096014,21.320464799851276,1.5376774352742577,,,ok
KU684311_2011_07_01,51.604922257555415,True,1,19.37448765096014,21.320464799851276,1.5117135066783396,,,ok
OP728342_2018_07_01,51.434757514619264,True,1,19.37448765096014,21.320464799851276,1.5037322199412257,,,ok
internal_139325123011088,28.826086909721155,False,5,,,1.4924148232479655,10.012317824356023,12.60625986307241,ok
internal_139325121961984,28.781995607608792,False,7,,,1.488917251201119,10.012317824356023,12.60625986307241,ok
internal_139325123003360,28.491800166729547,False,2,,,1.4658973036487672,10.012317824356023,12.60625986307241,ok
internal_139325123139904,28.459060631413564,False,4,,,1.4633002180998735,10.012317824356023,12.60625986307241,ok
OP751644_2016_07_01,49.98868987107505,True,1,19.37448765096014,21.320464799851276,1.4359068860604045,,,ok
internal_139325123138608,28.07650822867835,False,10,,,1.432953992741167,10.012317824356023,12.60625986307241,ok
PV051141_2023_07_01,49.86614407792612,True,1,19.37448765096014,21.320464799851276,1.4301590848609773,,,ok
KU684313_2010_07_01,49.83679249239259,True,1,19.37448765096014,21.320464799851276,1.428782398854876,,,ok
LC786754_2021_07_01,49.58779928739017,True,1,19.37448765096014,21.320464799851276,1.4171037976921022,,,ok
internal_139325123009360,27.127595420611442,False,5,,,1.3576808492097883,10.012317824356023,12.60625986307241,ok
internal_139325123016176,26.986798929247584,False,2,,,1.346512073308516,10.012317824356023,12.60625986307241,ok
internal_139325123009984,26.821873031334434,False,3,,,1.3334292160848387,10.012317824356023,12.60625986307241,ok
OP728398_2018_07_01,47.692755521295624,True,1,19.37448765096014,21.320464799851276,1.3282200053412072,,,ok
PV012262_2024_01_15,47.47773045277316,True,1,19.37448765096014,21.320464799851276,1.3181346216246212,,,ok
internal_139325123015360,26.258111523219412,False,2,,,1.2887084571731133,10.012317824356023,12.60625986307241,ok
OP728422_2018_07_01,46.834580258599374,True,1,19.37448765096014,21.320464799851276,1.2879687598476175,,,ok
internal_139325123010608,25.922920261353482,False,2,,,1.2621191860088876,10.012317824356023,12.60625986307241,ok
OP728425_2018_07_01,45.997799582098054,True,1,19.37448765096014,21.320464799851276,1.2487209908915131,,,ok
OP728447_2018_07_01,45.34814651264696,True,1,19.37448765096014,21.320464799851276,1.2182501228522937,,,ok
OP728461_2018_07_01,45.116475392465475,True,1,19.37448765096014,21.320464799851276,1.207383984503232,,,ok
internal_139325123013200,25.04487950944953,False,73,,,1.1924680157616359,10.012317824356023,12.60625986307241,ok
OP971070_2016_07_29,44.66567936823452,True,1,19.37448765096014,21.320464799851276,1.186240166652033,,,ok
KU641509_2004_07_01,44.606299606159325,True,1,19.37448765096014,21.320464799851276,1.1834550602937697,,,ok
internal_139325123142160,24.759950493982075,False,2,,,1.1698658309294716,10.012317824356023,12.60625986307241,ok
internal_139325123012960,24.583307380632505,False,2,,,1.1558534977499049,10.012317824356023,12.60625986307241,ok
KU684314_2004_07_01,43.8381698409965,True,1,19.37448765096014,21.320464799851276,1.1474272451230523,,,ok
OP751609_2016_07_01,43.76373885996047,True,1,19.37448765096014,21.320464799851276,1.1439361870370883,,,ok
internal_139325123009072,24.16329106406033,False,2,,,1.1225354223544795,10.012317824356023,12.60625986307241,ok
internal_139325123012672,23.531788624748202,False,2,,,1.0724410687419546,10.012317824356023,12.60625986307241,ok
PV051120_2023_07_01,41.63464911407169,True,1,19.37448765096014,21.320464799851276,1.0440748676017058,,,ok
internal_139325123139376,23.098546313090722,False,2,,,1.0380738324352858,10.012317824356023,12.60625986307241,ok
OP728397_2018_07_01,41.33209103064645,True,1,19.37448765096014,21.320464799851276,1.029883897270358,,,ok
OP728432_2018_07_01,41.29656701278833,True,1,19.37448765096014,21.320464799851276,1.0282177038645568,,,ok
KX947285_2014_07_01,41.25858760659224,True,1,19.37448765096014,21.320464799851276,1.0264363446609643,,,ok
KX947284_2014_07_01,41.25858760659224,True,1,19.37448765096014,21.320464799851276,1.0264363446609643,,,ok
internal_139325123012912,22.841337719665944,False,3,,,1.017670588632719,10.012317824356023,12.60625986307241,ok
internal_139325123012192,22.421296003375687,False,2,,,0.9843504983876586,10.012317824356023,12.60625986307241,ok
internal_139325123008640,22.397881801939548,False,2,,,0.982493151189484,10.012317824356023,12.60625986307241,ok
internal_139325129121168,22.297839834556925,False,6,,,0.9745572551767676,10.012317824356023,12.60625986307241,ok
OP728419_2018_07_01,40.15213808134152,True,1,19.37448765096014,21.320464799851276,0.9745402187726374,,,ok
OP728420_2018_07_01,39.79944459388554,True,1,19.37448765096014,21.320464799851276,0.9579977329137719,,,ok
internal_139325123137312,21.92456911847654,False,3,,,0.9449473058234461,10.012317824356023,12.60625986307241,ok
PV051126_2023_07_01,39.45433334246579,True,1,19.37448765096014,21.320464799851276,0.9418108788906758,,,ok
internal_139325122943104,21.852483287134476,False,5,,,0.9392290490109535,10.012317824356023,12.60625986307241,ok
OP751645_2016_07_01,39.33346837925036,True,1,19.37448765096014,21.320464799851276,0.9361419141495193,,,ok
internal_139325123490448,21.800878821409015,False,26,,,0.9351354902325385,10.012317824356023,12.60625986307241,ok
KY549189_2008_07_01,39.22954991049659,True,1,19.37448765096014,21.320464799851276,0.9312677957975357,,,ok
internal_139325123134960,21.74693283551349,False,24,,,0.930856188799641,10.012317824356023,12.60625986307241,ok
OP728395_2018_07_01,38.805696036928055,True,1,19.37448765096014,21.320464799851276,0.9113876535235507,,,ok
OP728379_2018_07_01,38.805696036928055,True,1,19.37448765096014,21.320464799851276,0.9113876535235507,,,ok
internal_139325125402912,21.290485233755817,False,6,,,0.8946481773263294,10.012317824356023,12.60625986307241,ok
internal_139325123017856,21.237965567730782,False,24,,,0.8904820196716803,10.012317824356023,12.60625986307241,ok
OP728405_2018_07_01,38.34711955654974,True,1,19.37448765096014,21.320464799851276,0.8898789066607004,,,ok
OP728387_2018_07_01,38.175416459100475,True,1,19.37448765096014,21.320464799851276,0.8818254660316543,,,ok
OP728456_2018_07_01,38.128246093979044,True,1,19.37448765096014,21.320464799851276,0.879613020591827,,,ok
PV051166_2021_07_01,37.70144813517044,True,1,19.37448765096014,21.320464799851276,0.8595947910262322,,,ok
MK484705_2018_07_01,37.504449667189235,True,1,19.37448765096014,21.320464799851276,0.8503549142303671,,,ok
OP751607_2016_07_01,37.46438535137588,True,1,19.37448765096014,21.320464799851276,0.8484757659008414,,,ok
OP728388_2018_07_01,37.43582363446785,True,1,19.37448765096014,21.320464799851276,0.8471361273340392,,,ok
OP728402_2018_07_01,36.97630281414257,True,1,19.37448765096014,21.320464799851276,0.8255830878182925,,,ok
OP728429_2018_07_01,36.81478659333783,True,1,19.37448765096014,21.320464799851276,0.8180074452457221,,,ok
KU684316_2009_07_01,36.55227535358782,True,1,19.37448765096014,21.320464799851276,0.805694803743092,,,ok
internal_139325125409248,20.125179832766833,False,8,,,0.8022095465471464,10.012317824356023,12.60625986307241,ok
internal_139325123137216,20.120090909770823,False,4,,,0.8018058643248787,10.012317824356023,12.60625986307241,ok
MW320358_2017_06_15,36.460614050750834,True,1,19.37448765096014,21.320464799851276,0.801395586831197,,,ok
KY549225_2009_07_01,36.35048603885147,True,1,19.37448765096014,21.320464799851276,0.7962302204598161,,,ok
OP751569_2016_07_01,36.34849690515365,True,1,19.37448765096014,21.320464799851276,0.7961369235398619,,,ok
internal_139325121957328,19.96245601955718,False,2,,,0.7893013711662533,10.012317824356023,12.60625986307241,ok
internal_139325123013392,19.943858217061177,False,9,,,0.7878260880372356,10.012317824356023,12.60625986307241,ok
KY549278_2008_07_01,35.89050772812186,True,1,19.37448765096014,21.320464799851276,0.7746557231377493,,,ok
PV051158_2021_07_01,35.66257936423486,True,1,19.37448765096014,21.320464799851276,0.7639651323824955,,,ok
internal_139325123017664,19.57689543122467,False,2,,,0.758716519471903,10.012317824356023,12.60625986307241,ok
OP728435_2018_07_01,35.47077838006072,True,1,19.37448765096014,21.320464799851276,0.7549690346906913,,,ok
JQ004093_2010_07_01,35.14364239126695,True,1,19.37448765096014,21.320464799851276,0.7396252796710515,,,ok
OP751582_2016_07_01,35.00351527731766,True,1,19.37448765096014,21.320464799851276,0.7330528566369032,,,ok
PV051142_2023_07_01,34.7288145950418,True,1,19.37448765096014,21.320464799851276,0.7201684901442094,,,ok
internal_139325123009456,18.89413338629248,False,2,,,0.7045559633396112,10.012317824356023,12.60625986307241,ok
OP728369_2018_07_01,34.03601565746129,True,1,19.37448765096014,21.320464799851276,0.6876739388253592,,,ok
OP728412_2018_07_01,33.79258188512486,True,1,19.37448765096014,21.320464799851276,0.6762560933599016,,,ok
internal_139325128003168,18.409693669342047,False,53,,,0.6661274585957494,10.012317824356023,12.60625986307241,ok
internal_139325122951840,18.373876007388432,False,8,,,0.6632861985913816,10.012317824356023,12.60625986307241,ok
internal_139325127857776,18.30404254249794,False,2,,,0.6577466122549888,10.012317824356023,12.60625986307241,ok
OP728339_2018_07_01,33.22962463462966,True,1,19.37448765096014,21.320464799851276,0.6498515446889397,,,ok
internal_139325123011616,18.13557393414476,False,11,,,0.6443827271548033,10.012317824356023,12.60625986307241,ok
OP728411_2018_07_01,33.06871377787405,True,1,19.37448765096014,21.320464799851276,0.6423042956835273,,,ok
internal_139325123012336,18.09558324432095,False,2,,,0.6412104389219583,10.012317824356023,12.60625986307241,ok
internal_139325123142112,18.075454030124348,False,5,,,0.6396136755349393,10.012317824356023,12.60625986307241,ok
internal_139325121967552,17.96421986752182,False,2,,,0.6307899511463626,10.012317824356023,12.60625986307241,ok
internal_139325123139520,17.813338068233065,False,2,,,0.6188211514446578,10.012317824356023,12.60625986307241,ok
PV051152_2021_07_01,32.40284548265214,True,1,19.37448765096014,21.320464799851276,0.6110728801645487,,,ok
internal_139325123003600,17.669496855963246,False,16,,,0.607410851019932,10.012317824356023,12.60625986307241,ok
internal_139325122940992,17.66537476951281,False,25,,,0.6070838637536682,10.012317824356023,12.60625986307241,ok
internal_139325123142064,17.607001399415196,False,6,,,0.6024533571060458,10.012317824356023,12.60625986307241,ok
internal_139325127852256,17.461108952287674,False,4,,,0.5908803411035051,10.012317824356023,12.60625986307241,ok
OP751636_2016_07_01,31.89297930591175,True,1,19.37448765096014,21.320464799851276,0.5871584776631574,,,ok
OP751605_2016_07_01,31.854246909229857,True,1,19.37448765096014,21.320464799851276,0.5853418007264444,,,ok
OP751658_2016_07_01,31.79395923372877,True,1,19.37448765096014,21.320464799851276,0.5825141102390631,,,ok
internal_139325123141872,17.35169634455474,False,8,,,0.5822011127739799,10.012317824356023,12.60625986307241,ok
internal_139325125400080,17.13381445320391,False,2,,,0.5649174859316465,10.012317824356023,12.60625986307241,ok
internal_139325122199632,17.018208638674196,False,38,,,0.5557469773283485,10.012317824356023,12.60625986307241,ok
KP212155_2011_07_04,31.149938166850205,True,1,19.37448765096014,21.320464799851276,0.5523074016647238,,,ok
OP751565_2016_07_01,31.070091126477962,True,1,19.37448765096014,21.320464799851276,0.5485623125626888,,,ok
OP728390_2018_07_01,30.99877469738277,True,1,19.37448765096014,21.320464799851276,0.5452173372178882,,,ok
KY883659_2016_07_01,30.822747550841143,True,1,19.37448765096014,21.320464799851276,0.5369610844488184,,,ok
internal_139325123136544,16.773532159321633,False,2,,,0.5363378518613022,10.012317824356023,12.60625986307241,ok
KX947276_2014_07_01,30.789107423247373,True,1,19.37448765096014,21.320464799851276,0.5353832516994121,,,ok
OP751653_2016_07_01,30.665088517261893,True,1,19.37448765096014,21.320464799851276,0.5295663566575017,,,ok
OP728385_2018_07_01,30.56236937864891,True,1,19.37448765096014,21.320464799851276,0.5247484908380989,,,ok
internal_139325123137360,16.173080213225433,False,2,,,0.4887065994027433,10.012317824356023,12.60625986307241,ok
internal_139325123141008,15.897303504723666,False,7,,,0.46683042744553965,10.012317824356023,12.60625986307241,ok
internal_139325122705120,15.83751181112919,False,81,,,0.462087411337358,10.012317824356023,12.60625986307241,ok
internal_139325123004896,15.794381561806063,False,2,,,0.4586660754461736,10.012317824356023,12.60625986307241,ok
OP728384_2018_07_01,29.14617097858536,True,1,19.37448765096014,21.320464799851276,0.4583241228255672,,,ok
OP728367_2018_07_01,28.94884073960023,True,1,19.37448765096014,21.320464799851276,0.44906868487721124,,,ok
internal_139325125409584,15.587932215689378,False,4,,,0.44228934290542704,10.012317824356023,12.60625986307241,ok
internal_139325123142304,15.580169958372323,False,3,,,0.44167359664909356,10.012317824356023,12.60625986307241,ok
internal_139325121961888,15.450457708502483,False,2,,,0.4313840856221309,10.012317824356023,12.60625986307241,ok
internal_139325123134384,15.445411656669592,False,2,,,0.43098380418356774,10.012317824356023,12.60625986307241,ok
internal_139325123011184,15.37530300126673,False,4,,,0.4254223881756182,10.012317824356023,12.60625986307241,ok
OP728451_2018_07_01,28.428046311281378,True,1,19.37448765096014,21.320464799851276,0.4246417113938525,,,ok
internal_139325123015072,15.310434566254173,False,2,,,0.4202766561569903,10.012317824356023,12.60625986307241,ok
OP728449_2018_07_01,28.012590646055116,True,1,19.37448765096014,21.320464799851276,0.4051554727435038,,,ok
OP728452_2018_07_01,28.012590646055116,True,1,19.37448765096014,21.320464799851276,0.4051554727435038,,,ok
internal_139325125406656,15.107549926073034,False,2,,,0.4041826963001536,10.012317824356023,12.60625986307241,ok
KY549218_2009_07_01,27.941948040572072,True,1,19.37448765096014,21.320464799851276,0.40184210194478004,,,ok
internal_139325123011664,15.050453735392352,False,9,,,0.39965350276449324,10.012317824356023,12.60625986307241,ok
OP751630_2016_07_01,27.795656634881396,True,1,19.37448765096014,21.320464799851276,0.39498055333108867,,,ok
internal_139325121655200,14.89564411757732,False,5,,,0.3873731262296165,10.012317824356023,12.60625986307241,ok
internal_139325123017808,14.798757868578988,False,25,,,0.37968755968960405,10.012317824356023,12.60625986307241,ok
OP728441_2018_07_01,27.378303545725828,True,1,19.37448765096014,21.320464799851276,0.3754053192508973,,,ok
internal_139325123490304,14.62636391850765,False,49,,,0.3660122942307083,10.012317824356023,12.60625986307241,ok
FJ006723_2006_12_16,27.093220485435268,True,1,19.37448765096014,21.320464799851276,0.3620339850437487,,,ok
OP728393_2018_07_01,27.05869250356011,True,1,19.37448765096014,21.320464799851276,0.36041450900514943,,,ok
OP728406_2018_07_01,27.045442940434327,True,1,19.37448765096014,21.320464799851276,0.3597930608683398,,,ok
OP728410_2018_07_01,27.045442940434327,True,1,19.37448765096014,21.320464799851276,0.3597930608683398,,,ok
OP728351_2018_07_01,26.777909440608624,True,1,19.37448765096014,21.320464799851276,0.3472448588316014,,,ok
PX461752_2022_07_01,26.727668158366782,True,1,19.37448765096014,21.320464799851276,0.34488837726736304,,,ok
LC718903_2021_07_01,26.68500942184221,True,1,19.37448765096014,21.320464799851276,0.34288754206395466,,,ok
LC888269_2023_07_01,26.603551616384195,True,1,19.37448765096014,21.320464799851276,0.3390669027757069,,,ok
OP751585_2016_07_01,26.52901659595784,True,1,19.37448765096014,21.320464799851276,0.33557096489977123,,,ok
OP751573_2016_07_01,26.52901659595784,True,1,19.37448765096014,21.320464799851276,0.33557096489977123,,,ok
internal_139325123015216,14.144469736605387,False,19,,,0.32778571575806564,10.012317824356023,12.60625986307241,ok
OP751659_2016_07_01,26.359998152141372,True,1,19.37448765096014,21.320464799851276,0.3276434433657356,,,ok
OP751557_2016_07_01,26.359998152141372,True,1,19.37448765096014,21.320464799851276,0.3276434433657356,,,ok
OP751593_2016_07_01,26.05984374788477,True,1,19.37448765096014,21.320464799851276,0.3135652135018775,,,ok
internal_139325123014784,13.827981565730042,False,2,,,0.3026800798031512,10.012317824356023,12.60625986307241,ok
KC935953_2012_07_01,25.690858821835093,True,1,19.37448765096014,21.320464799851276,0.29625860553091754,,,ok
internal_139325129122080,13.642359443829449,False,4,,,0.28795548076134203,10.012317824356023,12.60625986307241,ok
internal_139325123010272,13.6401929659214,False,2,,,0.2877836234514357,10.012317824356023,12.60625986307241,ok
OP728399_2018_07_01,25.426346678805743,True,1,19.37448765096014,21.320464799851276,0.28385211507620683,,,ok
KX947272_2014_07_01,25.40284548265214,True,1,19.37448765096014,21.320464799851276,0.2827498315953248,,,ok
FJ610151_2008_07_01,25.247288408817553,True,1,19.37448765096014,21.320464799851276,0.2754536926370563,,,ok
internal_139325141474896,13.448904530995208,False,2,,,0.2726095403368606,10.012317824356023,12.60625986307241,ok
OP751642_2016_07_01,25.06006985216402,True,1,19.37448765096014,21.320464799851276,0.2666725258843109,,,ok
OP728380_2018_07_01,24.99672798192171,True,1,19.37448765096014,21.320464799851276,0.26370158360716345,,,ok
internal_139325121968752,13.28285325558548,False,11,,,0.259437411790142,10.012317824356023,12.60625986307241,ok
KX947281_2014_07_01,24.799113833829253,True,1,19.37448765096014,21.320464799851276,0.2544328293868599,,,ok
PV051132_2024_07_01,24.79491142820271,True,1,19.37448765096014,21.320464799851276,0.2542357227259126,,,ok
internal_139325123140288,13.199875225897017,False,6,,,0.2528551240545441,10.012317824356023,12.60625986307241,ok
internal_139325123016752,13.159697962675097,False,2,,,0.2496680357620354,10.012317824356023,12.60625986307241,ok
OP751590_2016_07_01,24.68650571377384,True,1,19.37448765096014,21.320464799851276,0.2491511377768253,,,ok
OP751680_2016_07_01,24.564661902122424,True,1,19.37448765096014,21.320464799851276,0.2434362618210128,,,ok
OP751580_2016_07_01,24.564661902122424,True,1,19.37448765096014,21.320464799851276,0.2434362618210128,,,ok
KX947270_2014_07_01,24.56313359529122,True,1,19.37448765096014,21.320464799851276,0.24336457919844565,,,ok
OP751567_2016_07_01,24.517218583947567,True,1,19.37448765096014,21.320464799851276,0.24121101398424016,,,ok
PV051133_2024_07_01,24.511425932310033,True,1,19.37448765096014,21.320464799851276,0.24093931954924946,,,ok
OP751649_2016_07_01,24.48636497177762,True,1,19.37448765096014,21.320464799851276,0.2397638779832387,,,ok
OP751568_2016_07_01,24.48636497177762,True,1,19.37448765096014,21.320464799851276,0.2397638779832387,,,ok
internal_139325123142400,12.96469172062379,False,2,,,0.2341990351092296,10.012317824356023,12.60625986307241,ok
KU684312_2011_07_01,24.35891216662509,True,1,19.37448765096014,21.320464799851276,0.23378592176375618,,,ok
internal_139325123008592,12.897019594858136,False,7,,,0.22883089844532611,10.012317824356023,12.60625986307241,ok
OP728433_2018_07_01,24.242386985615724,True,1,19.37448765096014,21.320464799851276,0.22832050709745969,,,ok
OP728426_2018_07_01,24.242386985615724,True,1,19.37448765096014,21.320464799851276,0.22832050709745969,,,ok
OP728421_2018_07_01,24.156561408912495,True,1,19.37448765096014,21.320464799851276,0.22429500495625743,,,ok
internal_139325123013440,12.773248820116862,False,2,,,0.21901269890909122,10.012317824356023,12.60625986307241,ok
OP728394_2018_07_01,24.008415270381306,True,1,19.37448765096014,21.320464799851276,0.21734646326535478,,,ok
internal_139325122694416,12.674713958406556,False,3,,,0.21119635506241674,10.012317824356023,12.60625986307241,ok
PV051127_2020_07_01,23.811521344669245,True,1,19.37448765096014,21.320464799851276,0.2081114898461339,,,ok
OP728408_2018_07_01,23.767098746786246,True,1,19.37448765096014,21.320464799851276,0.20602792373723233,,,ok
OP728401_2018_07_01,23.651786356700313,True,1,19.37448765096014,21.320464799851276,0.20061939295854417,,,ok
internal_139325123008256,12.537909217030858,False,2,,,0.2003442274003144,10.012317824356023,12.60625986307241,ok
OP728434_2018_07_01,23.588522213349336,True,1,19.37448765096014,21.320464799851276,0.19765209632852798,,,ok
internal_139325127858976,12.423164319936546,False,4,,,0.19124201164872304,10.012317824356023,12.60625986307241,ok
OP728349_2018_07_01,23.38739330730931,True,1,19.37448765096014,21.320464799851276,0.18821848838760594,,,ok
internal_139325122200064,12.326597397799048,False,14,,,0.18358177592564612,10.012317824356023,12.60625986307241,ok
LC786760_2022_07_01,23.219205898716496,True,1,19.37448765096014,21.320464799851276,0.18032994514187017,,,ok
KY549266_2009_07_01,23.057941869800544,True,1,19.37448765096014,21.320464799851276,0.17276613119926434,,,ok
internal_139325123007008,12.161337256541884,False,3,,,0.17047240462502256,10.012317824356023,12.60625986307241,ok
internal_139325123005232,12.129556052408702,False,35,,,0.16795133933853906,10.012317824356023,12.60625986307241,ok
KY549231_2008_07_01,22.66395671283877,True,1,19.37448765096014,21.320464799851276,0.154286930081448,,,ok
internal_139325123492800,11.956981961535547,False,11,,,0.15426178408998534,10.012317824356023,12.60625986307241,ok
PV051136_2023_07_01,22.57270527718734,True,1,19.37448765096014,21.320464799851276,0.15000693729010575,,,ok
internal_139325123014496,11.864524789881116,False,2,,,0.14692755707430513,10.012317824356023,12.60625986307241,ok
internal_139325122199680,11.855654503949495,False,104,,,0.14622391570660612,10.012317824356023,12.60625986307241,ok
OP751563_2016_07_01,22.48209330015834,True,1,19.37448765096014,21.320464799851276,0.1457569372136707,,,ok
OP751575_2016_07_01,22.48209330015834,True,1,19.37448765096014,21.320464799851276,0.1457569372136707,,,ok
internal_139325123015600,11.79819483137095,False,8,,,0.14166588872614838,10.012317824356023,12.60625986307241,ok
internal_139325125401616,11.79406613333434,False,2,,,0.14133837699138685,10.012317824356023,12.60625986307241,ok
OP728423_2018_07_01,22.287644390158846,True,1,19.37448765096014,21.320464799851276,0.13663664308195692,,,ok
OP728360_2018_07_01,22.256273168952646,True,1,19.37448765096014,21.320464799851276,0.13516522951284848,,,ok
OP728418_2018_07_01,22.256273168952646,True,1,19.37448765096014,21.320464799851276,0.13516522951284848,,,ok
internal_139325123002976,11.691075099730142,False,2,,,0.13316854432706982,10.012317824356023,12.60625986307241,ok
OP751586_2016_07_01,22.157938757516405,True,1,19.37448765096014,21.320464799851276,0.1305530218354189,,,ok
internal_139325122940896,11.64167006293323,False,2,,,0.12924945672031382,10.012317824356023,12.60625986307241,ok
internal_139325123138416,11.58446543180574,False,20,,,0.1247116610736399,10.012317824356023,12.60625986307241,ok
OP751640_2016_07_01,22.009792618985216,True,1,19.37448765096014,21.320464799851276,0.12360448014451626,,,ok
